Height(Inches),Weight(Pounds),Height in cm,Weight in kg,,,,,category
67.35712,122.5386,171.0869924,55.58264009,,170,,,170-
65.67569,132.4576,166.8161625,60.08182816,,170,,,170-
66.88722,133.6719,169.8934471,60.63262603,,170,,,170-
65.12152,121.4696,165.4085715,55.09774927,,170,,,170-
68.6178,126.8987,174.2891179,57.56035054,,170,,,170-
66.13103,113.5217,167.9727255,51.49263819,,170,,,170-
70.83591,137.3996,179.9231142,62.32348432,,180,,,180-
68.90076,145.7439,175.0078359,66.10839963,,180,,,180-
66.21815,129.6257,168.1940102,58.7972984,,170,,,170-
68.06749,133.4515,172.8913312,60.53265415,,170,,,170-
68.34053,126.9106,173.5848525,57.56574829,,170,,,170-
68.80582,137.9986,174.7666884,62.59518647,,170,,,170-
67.06065,116.3153,170.333959,52.75979534,,170,,,170-
66.06083,111.4023,167.7944176,50.53129337,,170,,,170-
62.72779,117.2561,159.3285006,53.18653555,,160,,,160-
71.20406,125.0336,180.8582147,56.7143544,,180,,,180-
67.21888,124.9911,170.735863,56.6950767,,170,,,170-
65.65855,111.0068,166.7726269,50.35189738,,170,,,170-
68.06644,125.4116,172.8886642,56.88581252,,170,,,170-
70.10401,139.2201,178.0640892,63.14925021,,180,,,180-
66.70493,120.9451,169.4304307,54.85983979,,170,,,170-
67.71756,131.8942,172.0025095,59.82627392,,170,,,170-
62.67446,110.0678,159.1930424,49.92597364,,160,,,160-
65.29473,106.2219,165.8485246,48.18150067,,170,,,170-
67.20517,119.7847,170.7010396,54.33349058,,170,,,170-
67.29519,144.4307,170.9296903,65.51274142,,170,,,170-
68.44048,133.3402,173.8387253,60.48216926,,170,,,170-
70.78181,146.3325,179.7857003,66.37538442,,180,,,180-
66.39307,128.1566,168.6383067,58.13092506,,170,,,170-
67.24037,112.4023,170.7904476,50.98488628,,170,,,170-
69.33963,140.6288,176.1225651,63.78822654,,180,,,180-
65.37485,118.4317,166.0520293,53.71977937,,170,,,170-
71.49449,124.4993,181.5959065,56.47199971,,180,,,180-
70.83151,133.3373,179.9119382,60.48085384,,180,,,180-
66.24703,113.0378,168.2673653,51.27314458,,170,,,170-
65.2573,113.6279,165.7534525,51.54080975,,170,,,170-
65.20991,125.9694,165.633082,57.13882665,,170,,,170-
69.1082,126.4711,175.5347332,57.36639421,,180,,,180-
71.14384,125.8373,180.705256,57.07890702,,180,,,180-
66.79003,128.9918,169.6465846,58.50976586,,170,,,170-
69.31011,153.4923,176.0475843,69.62301893,,180,,,180-
64.90285,132.3529,164.85315,60.03433698,,160,,,160-
65.45378,114.0868,166.2525114,51.74896354,,170,,,170-
69.28697,119.7079,175.9888088,54.29865464,,180,,,180-
65.5537,112.4582,166.5063081,51.01024213,,170,,,170-
69.72966,137.5734,177.1132408,62.40231877,,180,,,180-
67.05884,115.0583,170.3293616,52.18962905,,170,,,170-
70.02535,133.1753,177.864293,60.40737179,,180,,,180-
71.40333,143.8659,181.3643603,65.25655215,,180,,,180-
65.19703,126.4798,165.6003668,57.37034047,,170,,,170-
66.57693,122.7911,169.1053109,55.6971723,,170,,,170-
69.39658,134.2674,176.267218,60.90274061,,180,,,180-
68.44566,124.6497,173.8518825,56.54022008,,170,,,170-
72.74185,122.6723,184.7641992,55.64328546,,180,,,180-
67.46665,134.8106,171.3651985,61.14913228,,170,,,170-
72.08529,148.5511,183.0965377,67.38172565,,180,,,180-
66.51478,134.3474,168.94745,60.93902804,,170,,,170-
68.49908,137.7086,173.9875692,62.46364453,,170,,,170-
69.51313,140.3623,176.5632549,63.66734403,,180,,,180-
72.67841,160.6777,184.6030617,72.88226542,,180,,,180-
64.87969,117.6116,164.7943236,53.34778783,,160,,,160-
66.81518,131.5526,169.7104656,59.67132658,,170,,,170-
64.11176,128.3093,162.8437825,58.20018869,,160,,,160-
70.18729,127.4651,178.2756203,57.81726556,,180,,,180-
64.37983,111.3805,163.5246799,50.52140505,,160,,,160-
67.80292,128.6796,172.2193238,58.36815415,,170,,,170-
69.3405,129.3896,176.1247749,58.69020511,,180,,,180-
65.40457,132.2629,166.1275181,59.99351362,,170,,,170-
69.5795,139.6768,176.7318346,63.35640609,,180,,,180-
66.21928,113.7115,168.1968804,51.57873012,,170,,,170-
65.52875,102.465,166.4429351,46.47739747,,170,,,170-
66.81484,136.6555,169.709602,61.98596584,,170,,,170-
67.08464,126.9116,170.3948936,57.56620189,,170,,,170-
66.42219,133.5132,168.7122715,60.56064084,,170,,,170-
64.69989,107.3891,164.3376319,48.71093431,,160,,,160-
67.27032,124.3337,170.8665205,56.39688472,,170,,,170-
66.53975,113.5752,169.0108737,51.51690541,,170,,,170-
68.78295,132.6993,174.7085987,60.19146157,,170,,,170-
68.09623,129.5183,172.9643308,58.74858252,,170,,,170-
65.65343,108.2289,166.7596221,49.09186164,,170,,,170-
67.29559,129.9961,170.9307063,58.96530921,,170,,,170-
70.47152,141.2098,178.9975641,64.05176402,,180,,,180-
68.77322,139.9161,174.6838845,63.46495088,,170,,,170-
67.3118,134.2859,170.9718797,60.91113208,,170,,,170-
71.43053,132.9983,181.4334482,60.32708585,,180,,,180-
69.27809,137.9838,175.9662536,62.5884733,,180,,,180-
68.6156,122.2664,174.2835299,55.4591721,,170,,,170-
70.38529,144.5917,178.7785401,65.58576988,,180,,,180-
68.90408,113.6984,175.0162687,51.57278805,,180,,,180-
69.956,137.618,177.688144,62.42254901,,180,,,180-
69.08083,126.6975,175.4652134,57.46908764,,180,,,180-
68.58346,127.6423,174.2018943,57.89764222,,170,,,170-
69.55913,135.0345,176.6800948,61.25069173,,180,,,180-
67.87572,131.5021,172.4042357,59.64842014,,170,,,170-
68.04456,125.3529,172.8330891,56.85918662,,170,,,170-
69.61629,130.6801,176.8252811,59.27556676,,180,,,180-
67.38283,126.7602,171.1522958,57.49752792,,170,,,170-
70.06792,133.7293,177.9724207,60.65866226,,180,,,180-
65.72838,126.3271,166.949995,57.30107683,,170,,,170-
68.66827,120.6609,174.4173116,54.73092869,,170,,,170-
69.23921,144.166,175.8674984,65.39267538,,180,,,180-
67.60529,127.6045,171.7173439,57.88049641,,170,,,170-
67.02823,130.9427,170.2516123,59.39468026,,170,,,170-
68.52986,130.1434,174.0657504,59.03212345,,170,,,170-
68.06148,132.0809,172.8760658,59.91095971,,170,,,170-
69.89291,121.0481,177.5278955,54.90655986,,180,,,180-
69.95674,127.3249,177.6900236,57.75367183,,180,,,180-
71.36783,126.4851,181.2741903,57.37274451,,180,,,180-
71.02923,132.704,180.4141468,60.19359345,,180,,,180-
67.45478,124.9489,171.3350487,56.67593508,,170,,,170-
65.64995,111.3464,166.750783,50.50593753,,170,,,170-
70.54974,118.2128,179.1962428,53.62048788,,180,,,180-
64.73194,127.1272,164.4190388,57.66399652,,160,,,160-
68.39661,126.2186,173.7272956,57.251862,,170,,,170-
66.75958,141.6033,169.5692416,64.23025283,,170,,,170-
70.36383,143.4256,178.7240317,65.05683519,,180,,,180-
68.07707,121.5943,172.9156644,55.15431231,,170,,,170-
70.95278,154.5036,180.2199639,70.08173744,,180,,,180-
65.56764,123.9059,166.5417157,56.20283768,,170,,,170-
69.43223,106.3676,176.357769,48.24758915,,180,,,180-
67.31171,126.8754,170.9716511,57.54978182,,170,,,170-
70.92227,133.0625,180.1424685,60.35620651,,180,,,180-
68.71388,121.1249,174.533161,54.9413958,,170,,,170-
66.50874,132.745,168.9321084,60.21219076,,170,,,170-
70.26147,130.0088,178.4640374,58.97106984,,180,,,180-
67.16654,111.1425,170.6029195,50.41344994,,170,,,170-
70.24561,120.9162,178.4237531,54.84673096,,180,,,180-
69.63362,131.7987,176.8692993,59.78295579,,180,,,180-
66.23707,119.442,168.2420669,54.17804429,,170,,,170-
69.83489,125.9842,177.3805248,57.14553982,,180,,,180-
68.70037,130.8307,174.4988456,59.34387786,,170,,,170-
69.63254,139.143,176.8665561,63.1142782,,180,,,180-
70.99486,134.7143,180.326847,61.10545128,,180,,,180-
70.68998,149.3115,179.5524522,67.7266377,,180,,,180-
69.36635,123.4528,176.1904339,55.99731473,,180,,,180-
68.13314,116.9677,173.0580821,53.05571935,,170,,,170-
70.79422,120.9634,179.8172217,54.86814054,,180,,,180-
66.18385,97.99029,168.1068882,44.44770074,,170,,,170-
69.42133,141.0527,176.330083,63.98050458,,180,,,180-
69.01491,117.6252,175.2977767,53.35395669,,180,,,180-
67.27059,124.4138,170.8672063,56.43321752,,170,,,170-
68.88229,143.9361,174.9609221,65.28839437,,170,,,170-
67.33816,125.2068,171.038834,56.79291669,,170,,,170-
68.66516,142.6448,174.4094122,64.70266985,,170,,,170-
66.22914,129.1967,168.2219248,58.60270704,,170,,,170-
68.76597,122.474,174.6654695,55.55333799,,170,,,170-
69.53247,115.2221,176.6123784,52.26392757,,180,,,180-
71.49026,142.5817,181.5851623,64.67404814,,180,,,180-
66.50972,133.654,168.9345976,60.62450672,,170,,,170-
67.81402,123.1049,172.2475178,55.83950976,,170,,,170-
65.24439,121.9487,165.7206611,55.31506563,,170,,,170-
66.01804,100.4529,167.685731,45.56472317,,170,,,170-
65.48158,116.1882,166.3231234,52.70214368,,170,,,170-
68.16192,125.732,173.1311833,57.03114369,,170,,,170-
65.02381,134.4425,165.1603882,60.98216473,,170,,,170-
66.88569,130.0115,169.8895609,58.97229455,,170,,,170-
67.39995,96.39088,171.1957806,43.7222197,,170,,,170-
65.66171,109.2462,166.7806533,49.5533017,,170,,,170-
67.95512,127.9877,172.6059116,58.05431321,,170,,,170-
63.62623,110.8507,161.6105369,50.28109153,,160,,,160-
69.18472,108.1881,175.7290939,49.07335505,,180,,,180-
66.551,105.7101,169.0394487,47.94935182,,170,,,170-
69.236,110.3032,175.859345,50.03274941,,180,,,180-
69.26426,117.98,175.9311254,53.51489146,,180,,,180-
65.99389,122.8317,167.6243901,55.71558817,,170,,,170-
71.73307,125.3396,182.2018994,56.85315383,,180,,,180-
66.45155,115.4263,168.7868459,52.35655124,,170,,,170-
66.39266,136.1279,168.6372653,61.74665022,,170,,,170-
66.81631,127.1059,169.7133358,57.65433499,,170,,,170-
67.89039,124.9759,172.4414975,56.68818209,,170,,,170-
67.84615,121.3787,172.3291279,55.05651768,,170,,,170-
69.36484,134.7724,176.1865985,61.13180503,,180,,,180-
64.37297,123.659,163.5072555,56.09084559,,160,,,160-
72.89808,138.8161,185.1610232,62.96599868,,190,,,190-
66.99569,116.2376,170.1689607,52.72455117,,170,,,170-
71.71415,134.3653,182.1538426,60.94714735,,180,,,180-
70.09297,135.7937,178.0360477,61.59505947,,180,,,180-
68.57037,144.2014,174.1686457,65.40873257,,170,,,170-
69.00022,135.0503,175.2604642,61.2578585,,180,,,180-
69.20893,120.8345,175.7905873,54.80967242,,180,,,180-
69.46547,133.6304,176.4421985,60.61380193,,180,,,180-
70.79127,130.4978,179.8097287,59.19287678,,180,,,180-
68.78851,118.4584,174.722721,53.7318903,,170,,,170-
67.9302,135.4705,172.5426148,61.44845824,,170,,,170-
66.4848,126.2168,168.8713008,57.25104553,,170,,,170-
65.27146,101.3705,165.7894189,45.98094003,,170,,,170-
65.50771,98.70684,166.3894935,44.77272274,,170,,,170-
67.43981,115.5729,171.2970249,52.42304796,,170,,,170-
69.16119,151.2058,175.6693277,68.58587875,,180,,,180-
67.83732,115.3943,172.3066998,52.34203627,,170,,,170-
66.49751,131.5375,168.9035842,59.66447732,,170,,,170-
68.69063,116.851,174.474106,53.00278506,,170,,,170-
67.40924,142.2469,171.2193771,64.52218523,,170,,,170-
68.69726,128.5186,174.4909462,58.29512569,,170,,,170-
67.12827,119.2494,170.5057137,54.09068229,,170,,,170-
69.57438,125.2213,176.7188298,56.79949379,,180,,,180-
70.35553,127.9276,178.7029497,58.02705228,,180,,,180-
71.02956,136.2053,180.414985,61.78175831,,180,,,180-
67.01715,119.3356,170.2234691,54.129782,,170,,,170-
71.66632,140.0392,182.0323545,63.52078816,,180,,,180-
68.14304,104.2278,173.0832281,47.27699105,,170,,,170-
69.90342,145.7605,177.5545909,66.11592928,,180,,,180-
68.65728,118.4992,174.389397,53.75039689,,170,,,170-
67.86381,110.3406,172.3739843,50.04971378,,170,,,170-
67.60299,124.9038,171.7115019,56.65547804,,170,,,170-
68.42162,143.2337,173.790821,64.96979071,,170,,,170-
64.29405,111.3888,163.3067988,50.52516987,,160,,,160-
70.25668,130.9311,178.4518708,59.38941858,,180,,,180-
66.92782,117.0246,169.996571,53.08152879,,170,,,170-
68.13117,112.2702,173.0530784,50.92496666,,170,,,170-
68.47671,125.9732,173.9307495,57.1405503,,170,,,170-
70.70443,130.0618,179.5891552,58.99511027,,180,,,180-
72.47871,139.4575,184.095824,63.25693317,,180,,,180-
66.60089,121.3741,169.1661693,55.05443115,,170,,,170-
69.52894,128.6671,176.6034122,58.36248424,,180,,,180-
69.51429,138.8626,176.5662013,62.98709075,,180,,,180-
69.13138,146.1917,175.5936104,66.31151854,,180,,,180-
66.80915,128.2992,169.6951494,58.19560741,,170,,,170-
66.95452,127.1524,170.064389,57.67542706,,170,,,170-
65.57553,132.8521,166.5617563,60.26077056,,170,,,170-
66.99722,122.4956,170.1728469,55.5631356,,170,,,170-
68.06291,141.5624,172.879698,64.21170088,,170,,,170-
67.13541,149.8053,170.5238493,67.95062188,,170,,,170-
68.78744,140.3871,174.7200033,63.67859314,,170,,,170-
70.39841,127.7709,178.8118648,57.95597427,,180,,,180-
67.16952,112.1317,170.6104887,50.86214404,,170,,,170-
67.6426,125.1871,171.8121112,56.78398091,,170,,,170-
68.62432,131.5505,174.3056787,59.67037403,,170,,,170-
66.98255,129.8261,170.1355851,58.88819842,,170,,,170-
71.15912,143.7729,180.7440672,65.21436801,,180,,,180-
67.55843,130.0446,171.5983195,58.98730847,,170,,,170-
68.20677,131.9831,173.2451022,59.86659833,,170,,,170-
66.78195,129.1513,169.6260614,58.58211392,,170,,,170-
64.70211,117.9549,164.3432707,53.50350627,,160,,,160-
66.24742,118.3215,168.2683559,53.66979343,,170,,,170-
67.50724,111.2721,171.468297,50.47223558,,170,,,170-
70.38629,132.532,178.7810801,60.11557547,,180,,,180-
66.2864,138.8554,168.3673651,62.98382488,,170,,,170-
66.4173,110.4561,168.6998509,50.10210376,,170,,,170-
67.91435,120.5977,172.5023558,54.70226161,,170,,,170-
66.42833,130.4869,168.7278671,59.18793261,,170,,,170-
70.51451,144.908,179.1067587,65.72924132,,180,,,180-
69.22832,117.2825,175.8398378,53.1985104,,180,,,180-
67.99826,122.5487,172.7154871,55.58722138,,170,,,170-
69.65771,140.1853,176.9304879,63.58705809,,180,,,180-
72.16883,136.178,183.3087292,61.76937522,,180,,,180-
69.49369,118.7416,176.5138773,53.86034782,,180,,,180-
64.38605,113.8126,163.5404787,51.62458836,,160,,,160-
64.55094,114.6945,163.9592991,52.02461195,,160,,,160-
68.23747,112.8025,173.3230802,51.16641417,,170,,,170-
68.02698,117.2349,172.7884359,53.17691938,,170,,,170-
66.43047,95.71513,168.7333027,43.41570429,,170,,,170-
69.86725,148.5763,177.4627192,67.39315619,,180,,,180-
66.96093,111.8249,170.0806704,50.72298174,,170,,,170-
68.82789,125.2561,174.8227462,56.81527882,,170,,,170-
66.90197,129.6533,169.930912,58.80981756,,170,,,170-
67.30931,126.2076,170.9655551,57.24687248,,170,,,170-
67.52133,123.9019,171.5040856,56.20102331,,170,,,170-
66.81174,137.8045,169.701728,62.50714409,,170,,,170-
65.82295,120.199,167.1902027,54.52141412,,170,,,170-
71.38764,144.7086,181.3245077,65.63879489,,180,,,180-
65.35643,115.5945,166.0052426,52.43284557,,170,,,170-
63.25179,105.0179,160.6594598,47.6353748,,160,,,160-
65.59107,122.5182,166.6012278,55.5733868,,170,,,170-
67.78908,137.9392,172.1841702,62.56824305,,170,,,170-
68.61336,118.2248,174.2778403,53.625931,,170,,,170-
66.90249,117.65,169.9322328,53.3652058,,170,,,170-
70.02504,139.5716,177.8635056,63.30868812,,180,,,180-
66.22555,127.3096,168.2128062,57.74673186,,170,,,170-
67.74102,142.398,172.0620979,64.59072312,,170,,,170-
68.8943,131.6782,174.9914275,59.72829785,,170,,,170-
69.12125,133.2563,175.5678802,60.44411282,,180,,,180-
67.44687,123.1274,171.3149573,55.8497156,,170,,,170-
67.65991,120.3186,171.8560786,54.57566383,,170,,,170-
70.9585,131.0829,180.2344927,59.45827399,,180,,,180-
71.92717,154.1861,182.6949131,69.93772169,,180,,,180-
67.29513,132.4132,170.9295379,60.06168864,,170,,,170-
63.95244,124.3648,162.4391099,56.41099146,,160,,,160-
69.83187,136.9095,177.372854,62.10117843,,180,,,180-
68.37524,114.5381,173.6730158,51.95367002,,170,,,170-
67.95803,144.8281,172.613303,65.69299925,,170,,,170-
66.57707,123.9629,169.1056665,56.22869247,,170,,,170-
67.72062,141.1541,172.0102819,64.0264989,,170,,,170-
63.92725,106.6814,162.3751273,48.38992661,,160,,,160-
69.46167,129.6969,176.4325465,58.82959422,,180,,,180-
68.83466,131.4672,174.839942,59.63258974,,170,,,170-
65.94714,127.9311,167.5056451,58.02863986,,170,,,170-
65.75023,127.4329,167.005494,57.80265987,,170,,,170-
70.47518,139.0174,179.0068605,63.05730693,,180,,,180-
64.98932,115.5069,165.0727837,52.39311083,,170,,,170-
67.41353,127.8081,171.2302737,57.97284793,,170,,,170-
68.38407,122.2271,173.695444,55.4413459,,170,,,170-
70.05637,143.8614,177.9430837,65.25451098,,180,,,180-
67.06958,100.1749,170.3566412,45.43862434,,170,,,170-
69.09877,125.7953,175.510781,57.05985612,,180,,,180-
65.96505,110.9834,167.5511365,50.34128331,,170,,,170-
66.57586,114.8681,169.1025931,52.10335568,,170,,,170-
67.29729,125.7866,170.9350243,57.05590986,,170,,,170-
71.21423,139.5315,180.8840465,63.29049904,,180,,,180-
68.14138,125.3772,173.0790117,56.87020892,,170,,,170-
68.34001,132.0128,173.5835317,59.88007003,,170,,,170-
65.93383,132.1972,167.4718378,59.96371257,,170,,,170-
66.30774,108.1026,168.4215687,49.03457285,,170,,,170-
67.08573,110.2558,170.3976622,50.0112491,,170,,,170-
67.53056,117.9915,171.5275298,53.52010777,,170,,,170-
68.0261,115.7176,172.7862007,52.48868286,,170,,,170-
68.80557,108.2525,174.7660534,49.10256643,,170,,,170-
67.85261,124.1566,172.3455363,56.31655342,,170,,,170-
69.57975,134.4556,176.7324696,60.98810679,,180,,,180-
65.34904,102.2823,165.986472,46.39452604,,170,,,170-
66.65974,100.292,169.3156482,45.49174007,,170,,,170-
70.67149,141.6346,179.5054877,64.24445029,,180,,,180-
70.13532,136.6807,178.1436166,61.99739638,,180,,,180-
67.42062,114.6369,171.2482823,51.998485,,170,,,170-
69.4708,114.7699,176.4557367,52.05881286,,180,,,180-
67.6276,135.9559,171.7740112,61.66863224,,170,,,170-
67.18211,131.4971,170.6424673,59.64615217,,170,,,170-
64.45811,125.6963,163.723511,57.01495042,,160,,,160-
68.95735,122.046,175.1515744,55.35920022,,180,,,180-
67.64248,129.1718,171.8118064,58.59141258,,170,,,170-
64.83179,112.8573,164.6726577,51.19127106,,160,,,160-
69.27039,129.563,175.9466956,58.76885813,,180,,,180-
66.83193,117.5062,169.7530105,53.29997913,,170,,,170-
72.23485,151.5014,183.4764199,68.71996081,,180,,,180-
65.01063,95.82746,165.126911,43.46665639,,170,,,170-
68.34214,126.7129,173.5889419,57.47607297,,170,,,170-
66.62156,130.1081,169.218671,59.01611162,,170,,,170-
67.08814,133.7359,170.4037836,60.66165598,,170,,,170-
69.05202,128.0624,175.3920361,58.08819661,,180,,,180-
68.23454,133.8401,173.315638,60.70892036,,170,,,170-
68.37516,135.1791,173.6728126,61.31628126,,170,,,170-
67.03833,138.5621,170.2772663,62.85078608,,170,,,170-
70.80541,132.8961,179.8456443,60.28072865,,180,,,180-
66.73256,141.7823,169.5006109,64.31144596,,170,,,170-
65.72028,108.2124,166.9294211,49.08437735,,170,,,170-
66.41974,111.5486,168.7060485,50.59765402,,170,,,170-
67.57764,134.0803,171.6471129,60.81787338,,170,,,170-
69.56328,129.1637,176.6906358,58.58773848,,180,,,180-
67.62709,121.1408,171.7727158,54.94860792,,170,,,170-
65.16098,122.078,165.5087998,55.3737152,,170,,,170-
67.20458,130.3198,170.699541,59.11213724,,170,,,170-
69.59194,127.5957,176.7634321,57.87650479,,180,,,180-
64.89401,112.6321,164.8306964,51.08912193,,160,,,160-
68.35388,126.5067,173.6187614,57.38254212,,170,,,170-
65.82881,124.3733,167.2050871,56.414847,,170,,,170-
66.1868,126.2654,168.1143812,57.27309015,,170,,,170-
70.32643,129.9479,178.6290357,58.94344604,,180,,,180-
64.06977,116.5794,162.7371279,52.87958923,,160,,,160-
67.1713,112.1838,170.6150099,50.88577623,,170,,,170-
64.92458,130.1598,164.9083441,59.03956237,,160,,,160-
67.43431,133.5765,171.2830549,60.58935327,,170,,,170-
68.82895,118.8026,174.8254386,53.88801698,,170,,,170-
69.06337,119.7953,175.4208651,54.33829866,,180,,,180-
69.7271,129.4766,177.1067384,58.7296677,,180,,,180-
66.43212,124.0251,168.7374937,56.25690595,,170,,,170-
67.83192,129.6701,172.2929838,58.81743793,,170,,,170-
